movie_title,kind,number_of_rating,rating_score,classification,release_year,duration,country,genre,director,cast
Vinh Quang Và Mơ Ước,Phim bộ,5000,9.2,T13,2021,40,Trung Quốc đại lục,Tiếng Phổ Thông,Liu Jiang,"Tang Guo Qiang, Hou Jing Jian, Tong Rui Xin, Huang Xiao Ming, Liu Jin, Wang Li Kun, Wang Wei Zhi, Wang Yi Sheng, Lei Cao, Ma Yuan, Liu Zhu, Chen Ye, Daniel, Hu Ya Jie, Lý Nãi Văn, Yao Ju De, Li Huan, Zhou Xuqi, Han Li, You Li Ping, Mã Thiếu Hoa, Lý Tiểu Nhiễm, Vương Kính Tùng, Gao Yuanyuan, jungle, Andy, Nhiếp Viễn, Yin Xiao Tian, Ngô Cương, Ji Ta, Cao Vỹ Quang, Feng Lei, Shi Xin, JerryLee, Zray Zhang, Xiaochen Wang, Ryan Zu, Tan Kai, Ruomeng Huang, Guo Xiao Feng, NiDaHong, Quan Hiểu Đồng, Shi An, Quách Đào, Ryan Zheng, 郭雨, Ning Sun, Jue Huang, Cao Ke Fan, Fan Lei, Trần Đô Linh, Da Shi Chang, Bo Zhao"
Truy Cầu: Máy Rắc Kẹo Mô Phạm Trường Học,Phim bộ,16000,8.6,T18,2019,10,Trung Quốc đại lục,Thanh Xuân,Su Hao Qi,"Li Wen Han, Hong Xiao"
Ngày Mai Bên Em,Phim bộ,5600,9.3,T13,2017,16,Hàn Quốc,"Lãng Mạn, Viễn Tưởng, Gia Đình, Hôn Nhân, Tiếng Hàn",Yoo Je Won,"Shin Min Ah, Je-hoon Lee"
Cố Hương,Phim bộ,2200,9.3,T16,2021,12,Hàn Quốc,"Tội Phạm, Bí Ẩn, Kinh Dị, Tiếng Hàn",Park Hyun Suk,"Yoo Jae-Myeong , Ye-ri Han, Uhm Tae-goo"
Nửa Sáng Nửa Mưa - Phần 2,Phim bộ,29000,8.9,T13,2019,12,Trung Quốc đại lục,,Su Fei,"Yang Fu Yu, Lin Shi Jie, Zhao Cheng Yu, Chen Ye Ling, 杨棋珺, Li Hao, Zang Hongfei, Marcus, Tan Bo Lin"
Lỗ Đen,Phim bộ,6800,9.3,T16,2021,12,Hàn Quốc,"Bí Ẩn, Tình Tiết, Kinh Dị, Tiếng Hàn, Tiểu Thuyết Chuyển Thể",Kim Bong-joo,"Jun-hyuk Lee, KimOkVin, Won-hee Im / Won-Hee Lim, Do-hoon Kim, Seong-won Jang"
Khúc Biến Tấu Ánh Trăng,Phim bộ,86000,9.3,T13,2021,36,Trung Quốc đại lục,"Lãng Mạn, Tình Tiết, Thành Thị, Thanh Xuân, Thương Trường, Tiếng Phổ Thông",Trương Bác Dục,"Ngu Thư Hân, Đinh Vũ Hề, Dương Sĩ Trạch, Yinyin Ma,Ma Yin Yin"
Vệ Sĩ Của Hoa Khôi 3,Phim bộ,5000,8.6,T13,2016,12,Trung Quốc đại lục,"Lãng Mạn, Viễn Tưởng, Phim Hài, Tiếng Phổ Thông, Tiểu Thuyết Chuyển Thể",Hsiu-cheng Chang,"Chung Lin, Hoàng Nhất Lâm, Wang Zi Yun, Tiara Huang, Xiong Yu Ting"
Truy Cầu:Hút Mắt Thần Triển Khai Chua Ngọt Tát Mặt,Phim bộ,28000,8.7,T18,2019,10,Trung Quốc đại lục,Thanh Xuân,Su Hao Qi,"Fan Shi Qi, Hoàng Thánh Trì, Bốc Quan Kim"
Anh Chỉ Thích Em,Phim bộ,1500,9.6,T13,2019,35,Trung Quốc đại lục,"Lãng Mạn, Tình Bạn, Thanh Xuân, Tình Yêu Ngọt Ngào, Học Đường, Tiếng Phổ Thông",Zhi Wang,"Janice Wu, Zhang Yu Jian, Triệu Chí Vĩ, Ma Li"
Khu Vực Nguy Hiểm,Phim bộ,13800,9.7,T16,2021,24,Đài Loan,"Bí Ẩn, Hành Động, Tình Tiết, Hình Sự, Tiếng Phổ Thông","Zhuang Xuan Wei, Chen Guan Zhong","Châu Du Dân , Trương Dung Dung, Hsing-kuo Wu,Wu Xing Guo, Christopher Lee Ming Shun, Zhu Xuan Yang, Zengjinghua,Tseng Jing-hua, Ji Pei Hui"
Cục Quản Lý Động Vật,Phim bộ,73000,9.3,T13,2019,24,Trung Quốc đại lục,"Phim Hài, Thành Thị, Thanh Xuân, Tiếng Phổ Thông","Jin Zhe Yong, Li Ya Tao","MichaelChen, Vương Tử Văn, Đường Hiểu Thiên, Papa, Hoàng Nhất Lâm, Tan Quan, Huang Tian Yuan, Long Bin, Quách Kinh Phi, Rhydian Vaughan"
Nam Nữ Chung Phòng Phần 2,Phim bộ,3000,7.8,T13,2019,12,Trung Quốc đại lục,"Tình Tiết, Phim Hài, Thành Thị, Thanh Xuân",Shi Ang,"Xu Xiao Lu, Wang Yan Yang, Weihao Sun, Zhao Wen Long, 曾凡子, Guo Jia Ran, 程硕男, Sha Jie"
Người Tình Vượt Thời Gian,Phim bộ,9100,8.9,T13,2020,24,Trung Quốc đại lục,"Tình Tiết, Viễn Tưởng, Thành Thị, Thanh Xuân, Tiếng Phổ Thông","Wang Ya, Lưu Hải Ba","Chu Lệ Lam, Zhang Meng, Lou Ming, Gia Trạch"
Hãn Thành,Phim bộ,80000,9.2,T16,2018,24,Trung Quốc đại lục,"Tội Phạm, Hình Sự, Tiếng Phổ Thông",Liu Shu Qiao,"Li Guang Jie, Viên Văn Khang, CLARA LEE,Clara, Khương Bội Dao"
Giả Phượng Hư Hoàng Phần 3,Phim bộ,30000,8.5,T13,2017,12,Trung Quốc đại lục,"Lãng Mạn, Cổ Trang, Tiếng Phổ Thông",He Jia Nan,"IrisZ, Phoenix, Colin"
Đối Thủ,Phim bộ,49000,9.6,T16,2021,37,Trung Quốc đại lục,"Gián Điệp, Bí Ẩn, Thành Thị, Tiếng Phổ Thông",Lenseng Lou,"Quách Kinh Phi, Đàm Trác, Yan Bingyan, Ninh Lý, Jiayu Sun, Wang Tian Chen, Liu Shuai Liang, Hà Lam Đậu, Hoàng Nghiêu, Trương Nguyệt, Jiao Gang"
Tin Tem Jai The Series,Phim bộ,5200,9.5,T18,2023,10,Thái Lan,"LGBT, Lãng Mạn, Tình Tiết, Phim Hài, Thanh Xuân, Tình Yêu Ngọt Ngào",Turk Kahabodee Kaljareuk,"Run Kantheephop Sirorattanaphanit, Tiger Aekapol Saeheng, Longshi Lee, Tong Surawit Ruangyod, Yoshi Rinrada Thurapan"
Hậu Truyện Thập Lý Đào Hoa,Phim bộ,27000,8.2,P,2018,24,Trung Quốc đại lục,"Lãng Mạn, Cổ Trang, Tiếng Phổ Thông","Lv Ying, Yang Ren Hua","Li Zi Feng, Ning Xin"
Hoàng thành,Phim bộ,12000,7.3,T18,2018,12,Trung Quốc đại lục,"Viễn Tưởng, Thanh Xuân, Tiếng Phổ Thông",Wei Dong Lei,"JODY, Yi Yao, Xia Tian, Meng Meng Da Tian Tuan"
Hoa đảng: Sở mai mối Joseon,Phim bộ,2100,9.2,T13,2019,16,Hàn Quốc,"Lãng Mạn, Tình Tiết, Phim Hài, Tiếng Hàn, Cổ Đại",Jin Jia Lan,"Kong Sheng Yan, Xu Zhi Xun"
Năm Thành Hóa Thứ Mười Bốn,Phim bộ,7000,9.3,T16,2020,48,Trung Quốc đại lục,"Bí Ẩn, Thanh Xuân, Cổ Trang, Tiếng Phổ Thông, Cổ Đại, Tiểu Thuyết Chuyển Thể",Guo Shuang,"Trần Quan Hồng, Phó Mạnh Bách"
Đứa trẻ đó thật tuyệt phần 1,Phim bộ,32000,8.8,T13,2020,12,Trung Quốc đại lục,"Khoa Học Viễn Tưởng, Tình Tiết, Phim Hài, Thanh Xuân, Tiếng Phổ Thông",Zhou Ying Nan,"Koh, Liu Liu, Xiu Rui"
Đại Sư Tìm Người 2,Phim bộ,8000,9.3,T16,2017,12,Trung Quốc đại lục,"Bí Ẩn, Tình Tiết, Thành Thị, Thanh Xuân, Tiếng Phổ Thông",Li Ze Lu,"Harry,Hu Yun Hao, Hà Hoa, Kenny Bee,Jan To Chung,Chun-to Chung,Chun To Chung, Fingal, Qian Di Di"
Hương Vị Tình Yêu,Phim bộ,8100,9.2,T13,2019,10,Nhật Bản,"Tình Tiết, Tổng Tài Bá Đạo, Thành Thị, Thanh Xuân, Tình Yêu Ngọt Ngào, Tiếng Nhật",Smith,"Fu Yuan Yao, Dori Sakurada, Mario Kuroba, Shougo Hama, Noa Kita"
Hãy Yêu Nhau Dưới Ánh Trăng Tròn,Phim bộ,43800,9.4,T13,2021,24,Trung Quốc đại lục,"Lãng Mạn, Thành Thị, Thanh Xuân, Tình Yêu Ngọt Ngào, Tiếng Phổ Thông","Haishu Li, Yanwei Huang","Cúc Tịnh Y, Trịnh Nghiệp Thành, Mễ Nhiệt, Sun Yi Ning, Shen Yao, Zheng Fan Xing"
Tổ Tông Thân Yêu Của Tôi,Phim bộ,5400,9.1,T16,2018,24,Trung Quốc đại lục,"Bí Ẩn, Lãng Mạn, Phim Hài, Thanh Xuân, Tình Yêu Ngọt Ngào, Cổ Trang",Mao Xiao Rui,"Trần Triết Viễn, Dong Qing, Wang Ting, Xiangyu Dai, Caihua Li, Siyuan Tao, Chou Pei Pei, Zhang Bo Nan, Sun Xue Yan"
Dân Sơ Kỳ Nhân Truyện,Phim bộ,4900,9.2,T13,2020,34,Trung Quốc đại lục,"Phiêu Lưu, Hành Động, Thanh Xuân, Tiếng Phổ Thông, Tiểu Thuyết Chuyển Thể",Tank,"Âu Hào, Đàm Tùng Vận, CiCi, Tần Lam"
Bài Học Tình Yêu Thứ 9,Phim bộ,6700,9.5,T18,2022,12,Đài Loan,"Lãng Mạn, Tình Tiết, Thanh Xuân, Học Đường, Gia Đình, Tiếng Phổ Thông",Wang Li Wen,"Hsu Wei Ning, Edward Chen, Yin Shin, Hsueh Shih Ling, Wang Yu Ping, Kota, Lin Yu Shu, Yang Chen, Chang Chin Lan"
Tình Yêu Không Tên,Phim bộ,1900,9.2,T13,2023,15,Trung Quốc đại lục,"Lãng Mạn, Thanh Xuân, Tình Yêu Ngọt Ngào, Tiếng Phổ Thông",Li Chen Ye,"Clare, Chen Bo Hao, Lv Yun Feng, Kuliko Shen"
Người Tình Xa Lạ,Phim bộ,3100,9.2,T16,2021,29,Trung Quốc đại lục,"Bí Ẩn, Tổng Tài Bá Đạo, Thành Thị, Tiếng Phổ Thông",Huang Tian Ren,"Tống Thiến, Âu Hào"
Minh Nguyệt Từng Chiếu Giang Đông Hàn,Phim bộ,37600,9.1,T13,2020,36,Trung Quốc đại lục,"Lãng Mạn, Cổ Trang, Tiếng Phổ Thông, Cổ Đại, Tiểu Thuyết Chuyển Thể","Lan Hai Han, Wang Fei","Vu Mông Lung, Hình Phi"
Hơn Cả Tình Bạn,Phim bộ,39900,9.3,T13,2020,16,Hàn Quốc,"Lãng Mạn, Tiếng Hàn",Choi Sung Bum,"Shin Ye Eun, ONG SEONG WU, Kim Dong Joon, Pyo Ji-Hoon"
Lang Điện Hạ,Phim bộ,3800,9.4,T13,2020,49,Trung Quốc đại lục,"Võ Thuật, Tổng Tài Bá Đạo, Cổ Trang, Tiếng Phổ Thông, Cổ Đại",Fan Meng,"Vương Đại Lục, Lý Thấm, Tiêu Chiến, Tân Chỉ Lôi, Quách Thư Dao, Đinh Dũng Đại, Yan Shi Kui, Tào Tuấn, Shi Liang, Wang Jia Yi"
Tình Yêu Hệ Nhị Phân,Phim bộ,6200,9.5,T13,2022,24,Trung Quốc đại lục,"Lãng Mạn, Thành Thị, Tình Bạn, Thanh Xuân, Học Đường, Tiếng Phổ Thông",Ming Yan,"Zhuang Dafei, Nhậm Hựu Luân, Liu Yu Hang, Yang Bing Zhuo, Hu Jiaxin"
Tạm Biệt Ngày Đó,Phim bộ,17000,9.2,T16,2021,6,Trung Quốc đại lục,"Bí Ẩn, Tình Tiết, Tiếng Phổ Thông",huangwei,"Li Guang Jie, Tưởng Hân, Hồ Quân, Qi Kui, Guo Ge, Li Gan, Dang Hao Yu, Song Jia Teng, Sun Lei"
Một Vạn Lần Cứu Anh,Phim bộ,3100,9.1,T13,2022,24,Trung Quốc đại lục,"Viễn Tưởng, Phim Hài, Tổng Tài Bá Đạo, Tình Bạn, Tiếng Phổ Thông",Deng An Ning,"White. K, Zhang Ya Qin, Alvin"
Ninh An Như Mộng (Tiếng Quảng Đông),Phim bộ,24000,9.7,T13,2023,38,Trung Quốc đại lục,"Lãng Mạn, Cổ Trang, Tiếng Quảng Đông","Zhu Rui Bin,CHU Yui Pan, Francis Nam Chi-Wai, guzhiwei","Bạch Lộc, Trương Lăng Hách, Vương Tinh Việt , Châu Tuấn Vỹ, Lưu Tá Ninh, Diệp Hi Nguyệt, Thang Mộng Giai, Huang Hai Bing, Lưu Mẫn, Trương Triệu Huy, Lu Xing Yu, Tan Jian Chang, Harry,Hu Yun Hao, Ewong, Zong Feng Yan, He Zhong Hua, Xia Ming Hao"
Trò Chơi Mười Ngày,Phim bộ,51000,9.3,T16,2020,12,Trung Quốc đại lục,"Bí Ẩn, Thành Thị, Tiếng Phổ Thông, Tiểu Thuyết Chuyển Thể",Zang Xi Chuan,"Chu Á Văn, Kim Thần, Le Geng, Lưu Dịch Quân, Xu Ke Er, NiDaHong, Rina Sa, Yang Hao Yu"
Bảo Vệ Thành Chủ Đại Nhân Của Ta,Phim bộ,11600,9.5,T13,2023,24,Trung Quốc đại lục,"Lãng Mạn, Tình Tiết, Phim Hài, Tình Yêu Ngọt Ngào, Cổ Trang, Tiếng Phổ Thông",Zeng Huang Wu,"Zhang Yue Nan, Yan Zi Xian, Fan Wei, Yunjia Xing"
Có Lẽ Anh Không Thể Yêu Em,Phim bộ,1400,9,T13,2019,16,Nhật Bản,"Lãng Mạn, Tình Tiết, Thương Trường, Hôn Nhân, Tiếng Nhật",Xiong Ban Chu,"Zu Li Li Hua, Jin Shirasu, Kiyo Matsumoto, Yu Sakuma"
Đôi Mắt Rực Rỡ,Phim bộ,3100,9.1,T13,2019,12,Hàn Quốc,"Lãng Mạn, Tình Tiết, Viễn Tưởng, Tiếng Hàn",Seok-yun Kim,"Kim Hye Ja, Nam Joo Hyuk, Han Zhi Min"
Sự lôi cuốn của phẫu thuật thẩm mỹ,Phim bộ,6000,7.8,T13,2018,16,Trung Quốc đại lục,"Lãng Mạn, Tình Tiết, Phim Hài, Thành Thị, Thanh Xuân",Zhang Hang,"Chen Xi An, Ma Xiao Yuan, Nian Xian Er, Michelle Liu, Wang Geng Hao, JI Zi Mo"
Siêu Cận Vệ Của Hoa Khôi 2,Phim bộ,67000,8.8,P,2016,12,Trung Quốc đại lục,"Viễn Tưởng, Phim Hài, Thành Thị, Thanh Xuân, Tiếng Phổ Thông, Tiểu Thuyết Chuyển Thể",Hsiu-cheng Chang,"Chung Lin, Hoàng Nhất Lâm, Wang Zi Yun, Tiara Huang, Xiong Yu Ting, Xindy, Cherry , Zhang Yi Cong, Zhang Cai Cai, Keying Fu, Chai Hao Wei, Lục Di Tuyền, Auyo Xiang , Allie Chan"
【Thuyết Minh】Người Hùng Điên Rồ (Bad and Crazy),Phim bộ,28000,9.7,T16,2021,12,Hàn Quốc,"Tội Phạm, Hành Động, Viễn Tưởng, Kinh Dị, Hình Sự, Tiếng Việt",Seon-dong Yoo,"Lee Dong Wook, Wi Ha Jun, Han Ji Eun , Cha Hak Yeon"
Khách Sạn Nhử Môn Phần,Phim bộ,3000,8.1,T13,2018,15,Trung Quốc đại lục,"Phim Hài, Cổ Trang, Tiếng Phổ Thông",Liu Xin Yi,"He Yun Wei, Xue Qi, Edell"
Thế thân,Phim bộ,2000,8.4,T16,2015,20,Trung Quốc đại lục,"Bí Ẩn, Lãng Mạn, Tình Tiết, Thanh Xuân, Tiếng Phổ Thông",Bai Yu,"Jing, Liu Zhuo Ting, Lý Hạc, Bai Yu , Li Yi Ke, Lulu"
【Thuyết Minh】Truy Cầu,Phim bộ,3000,8.9,T13,2019,36,Trung Quốc đại lục,"Thanh Xuân, Tiếng Việt",Su Hao Qi,"Bốc Quan Kim, whitehairpin, Hoàng Thánh Trì, Ryan, Li Wen Han, Lu Yang Yang,Hanna, Hong Xiao, SayKan, Ken Chang, Zhang Shuang Li, Vivienne Liu, Mercury, Heidi, Zhang Tan, Yang Gen, Coco"
Siêu Cận Vệ Của Hoa Khôi 3,Phim bộ,42000,8.8,P,2016,12,Trung Quốc đại lục,"Viễn Tưởng, Phim Hài, Thành Thị, Thanh Xuân, Tiếng Phổ Thông, Tiểu Thuyết Chuyển Thể",Hsiu-cheng Chang,"Chung Lin, Hoàng Nhất Lâm, Wang Zi Yun, Tiara Huang, Xiong Yu Ting, Xindy, Cherry , Zhang Yi Cong, Chai Hao Wei, Lục Di Tuyền, Auyo Xiang"
Quả Bí Mật,Phim bộ,8000,8.9,T13,2017,24,Trung Quốc đại lục,"Thanh Xuân, Tiếng Phổ Thông, Tiểu Thuyết Chuyển Thể",Lian Yi Qi,"Trần Triết Viễn, Lý Lan Địch, Yu Zhihui, Lưu Kiếm Vũ, Zhang Yan, Mi Mi, Zheng Kai, LiangBaoling"
Chung Cư Tình Yêu (bổ  sung),Phim bộ,3000,9.7,T13,2015,4,Trung Quốc đại lục,"Tình Tiết, Tiếng Phổ Thông",Frank Wei,"MichaelChen, Lâu Nghệ Tiêu, Tôn Nghệ Châu"
Cẩn Thận Kẻo Bị Nuốt Chửng Đấy,Phim bộ,13000,8.7,T13,2018,12,Trung Quốc đại lục,"Lãng Mạn, Tổng Tài Bá Đạo, Thành Thị, Thanh Xuân, Tiếng Phổ Thông",Zhang Yong Sheng,"Wan Si Wei, Yining Wang, Sophia, Leo So"
Our Ordinary Days,Phim bộ,27000,9.5,T13,2023,38,Trung Quốc đại lục,"Thành Thị, Gia Đình, Tiếng Phổ Thông",Wang Lei,"Lý Tiểu Nhiễm, Lý Nãi Văn, Zhou Yi Ran, Zhou Qi, Song Chun Li, Sun Hao, Qi Xiang, Ren Shuai, Vivi Wang, Wu Siyu, Xu Yongjie, Zhang Yi Cong, Patrick Wang"
Quỷ Sử Thần Việc,Phim bộ,3000,7.2,T16,2019,12,Trung Quốc đại lục,"Bí Ẩn, Tình Tiết, Viễn Tưởng, Thành Thị",Cao Da Wei,"Feng Jian Yu, Peng Bo, Wang Yun Fan, Siyuan Tao, Vicky, Li Po"
Bách Lí Dạ Đao,Phim bộ,2000,8.6,T13,2018,38,Trung Quốc đại lục,Tình Tiết,Zhao Jun Kai,"Wang Ting, Ding Zhi Cheng, Qian Yong Fu, rebekah, Bao Kun, rebekah, Bao Kun"
Anh Hùng Vinh Quang,Phim bộ,2000,8.5,T13,2010,26,Trung Quốc đại lục,"Chiến Tranh, Thanh Xuân, Tiếng Phổ Thông",Lianping Wang,"Fan Zhi Bo, Gao Hu, Xu Yong Ge, Yang Jun Qian, Chen Yu, Yu Zhen, Wang Yan Hui, Ruan Wen Tao"
Ba Lần Gả Trêu Ghẹo Lòng Quân,Phim bộ,17500,9.1,T13,2020,35,Trung Quốc đại lục,"Bí Ẩn, Phim Hài, Thanh Xuân, Cổ Trang, Tiếng Phổ Thông, Cổ Đại",Ricky Wong,"Hình Chiêu Lâm, Tiêu Yến, Nie Zi Hao, Hoàng Nhất Lâm, Lý Hạc, Lưu Di Đồng, Khưu Sĩ Luân, Li Xin Bo"
Cậu Là Bố Của Tôi,Phim bộ,2000,7.6,T13,2024,24,Trung Quốc đại lục,"Viễn Tưởng, Phim Hài, Thanh Xuân, Tiếng Phổ Thông",BoWen Wang,"Cao Ran Ran, Mã Đông Chấn, Bai De, Du Chen, GUAN PENG"
Bí Ẩn Núi Jiri (Jirisan),Phim bộ,51400,9.8,T16,2021,16,Hàn Quốc,"Bí Ẩn, Viễn Tưởng, Kinh Dị, Tiếng Hàn",Lee Eung-bok,"Gianna Jun, Ju Ji-hoon, Sung Dong-il , Oh Jung-se, Cho Han-cheul"
Huynh Đệ Ăn Hại 3,Phim bộ,3000,8.7,T13,2015,21,Trung Quốc đại lục,"Phim Hài, Thanh Xuân, Tiếng Phổ Thông","Yin Qi, JI Zhi","Wang Ning, Xiu Rui, Wei Meng, Wang Yan Zhi, FLASH, Wendy, Zhang Yi Man , Da Bing, Shi Ce, Du Han"
Tuổi Hai Mươi,Phim bộ,3400,9.1,T13,2020,40,Trung Quốc đại lục,"Tổng Tài Bá Đạo, Thành Thị, Tình Bạn, Thanh Xuân, Tiếng Phổ Thông",Li Zhi,"Quan Hiểu Đồng, Kim Thế Giai, Ngưu Tuấn Phong, Bốc Quan Kim, Lý Canh Hy, Đổng Tư Di, Vương An Vũ, Tào Ân Tề, Từ Thiệu Anh"
Niên Đại Vụt Bay,Phim bộ,11000,9.2,T13,2019,46,Trung Quốc đại lục,"Lãng Mạn, Tình Tiết, Tiếng Phổ Thông",Xu Zong Zheng,"Đồng Đại Vỹ, Tưởng Hân, Da Zhao, Liang Ai Qi, Xu Xiao Sa, Chen Yi Heng, Jie Li, Michelle Bai, Liu Xiao Hai, Sean"
Trở Về Nhà,Phim bộ,52000,9.3,T13,2022,12,Trung Quốc đại lục,"Bí Ẩn, Gia Đình, Tiếng Phổ Thông",Lv Xing,"Wendy Zhang, Wang Yan Hui, Mei Ting, Lý Nãi Văn, Wang Yan Hui"
Nữ giáo viên xinh đẹp,Phim bộ,1000,6.5,P,2015,35,Trung Quốc đại lục,"Lãng Mạn, Khoa Học Viễn Tưởng, Thanh Xuân, Tiếng Phổ Thông, Tiểu Thuyết Chuyển Thể",JI Zhi,"Golden,Golden Zhang, Grace, Kiray Wong, Fufu Yuan, Wang Jie Xi, Eva Li"
Hoa Nở Ngày Nắng,Phim bộ,4500,8.9,T13,2020,12,Trung Quốc đại lục,"Lãng Mạn, Tổng Tài Bá Đạo, Thành Thị, Thanh Xuân, Tiếng Phổ Thông, Tiểu Thuyết Chuyển Thể",Feng Zi Hua,"Xu Zhi Xian, Yin Xiao, Zhao Yue, Fan Meng, Hong Lian Cheng, Qu Hao Jun, Li Chun Er"
Câu Chuyện Trong Hạnh Phúc,Phim bộ,8000,9.3,T13,2020,42,Trung Quốc đại lục,"Lãng Mạn, Gia Đình, Tiếng Phổ Thông",Yang Ya Zhou,"JerryLee, Xiaochen Wang, Tô Thanh, Che Xiao"
Hai Anh Em,Phim bộ,1500,9.2,T13,2020,12,Thái Lan,"Phim Hài, Tình Bạn, Thanh Xuân, Gia Đình, Thái Lan",Eakasit Thairatana,"Sattaphong Phiangphor, Bas Suradet Piniwat, Fang-Thanantorn Neerasingh"
Thừa Long Quái Tế,Phim bộ,1000,7.6,T13,2005,60,Trung Quốc đại lục,"Phim Hài, Cổ Trang, Tiếng Phổ Thông",Xiao Dan,"Trương Tụng Văn, Luo Man Jun, Bany Liang, yoyo, Meng Wei Ming"
Tình Yêu Tuần Hoàn,Phim bộ,7900,9.3,T13,2021,24,Trung Quốc đại lục,"Lãng Mạn, Viễn Tưởng, Thanh Xuân, Tình Yêu Ngọt Ngào, Học Đường, Gia Đình",wangyan,"Thi Bá Vũ, Trần Hạo Vũ, Alan,Gao Mao Tong, Gao Qiu Zi, Yang Gen, Xu Wan Ting"
Kill Heel Cuộc Chiến Giày Gót Nhọn,Phim bộ,74000,9.5,T13,2022,14,Hàn Quốc,"Tình Tiết, Thành Thị, Tiếng Hàn","Lu Dao Zhe,Noh Do Cheol","kim ha neul, Kim Sung Ryoung, Hye Young Lee,Hye-yeong Lee"
Không Phụ Thời Gian,Phim bộ,5700,8.7,T13,2019,38,Trung Quốc đại lục,"Thành Thị, Thanh Xuân, Tiếng Phổ Thông, Tiểu Thuyết Chuyển Thể",Fu Dong Yu,"Yue Xi An, Hình Chiêu Lâm, Zhu Yan Man Zi, Owen"
Dạ Lẫm Thần Thám 1,Phim bộ,1300,8.8,T16,2021,12,Trung Quốc đại lục,"Bí Ẩn, Lãng Mạn, Tình Tiết, Cổ Trang, Tiếng Phổ Thông, Cổ Đại",Su Fei,"Chen Zi You, Yang Fu Yu, Li Xi Zi, Zhu Rongjun, Zong Feng Yan"
Những Người Bạn Thanh Lịch,Phim bộ,88000,9.3,T16,2020,17,Hàn Quốc,"Bí Ẩn, Tình Tiết, Hôn Nhân, Tiếng Hàn",Hyun-Wook Song,"Liu Jun Xiang, Song Yun-ah"
Không bằng chứng,Phim bộ,59000,9.3,T16,2017,12,Trung Quốc đại lục,"Tội Phạm, Bí Ẩn, Thành Thị, Thanh Xuân, Tiếng Phổ Thông, Tiểu Thuyết Chuyển Thể",Lv Xing,"Tần Hạo, Đặng Gia Giai, Yao Lu, Dai Xu, Vương Chân Nhi, Ninh Lý, Jing Hao, Yuan Man, Zhang Shu"
Nửa Sáng Nửa Mưa - Phần 1,Phim bộ,49000,8.7,T16,2019,12,Trung Quốc đại lục,"Lãng Mạn, Tình Tiết, Viễn Tưởng, Tiểu Thuyết Chuyển Thể",Su Fei,"Yang Fu Yu, Lin Shi Jie, Zhao Cheng Yu, Chen Ye Ling, Li Hao, Marcus, Zang Hongfei, 杨棋珺"
Đãi Vàng,Phim bộ,1500,9.5,T13,2022,12,Trung Quốc đại lục,"Bí Ẩn, Phiêu Lưu, Tình Bạn, Tiếng Phổ Thông",Jiang Zhuo Yuan,"Liêu Phàm, Trần Phi Vũ, Lữ Hiểu Lâm"
"Y Là Y, Hai Là Hai",Phim bộ,30000,9.2,T13,2022,24,Trung Quốc đại lục,"Phim Hài, Cổ Trang, Tiếng Phổ Thông, Cổ Đại",王紫璇,"Jia Bing, Hua Liu, Han Yezhou, Zhu Tian Fu, Song Ning Nv, Yu Li"
你好，先生们,Phim bộ,32000,9,T13,2021,12,Trung Quốc đại lục,"Lãng Mạn, Tình Tiết, Thành Thị, Tiếng Phổ Thông",Wu Xiao Hui,"Yang Tian Tian, 祝康笠, Kong Qi Li, Yixiao Zhao, Luo Chang, Wang Han, Ming Jing,Jing Ming"
Cùng con du học,Phim bộ,15000,8.8,T13,2018,46,Trung Quốc đại lục,"Thành Thị, Thanh Xuân, Gia Đình, Tiếng Phổ Thông",Chang Chen,"Mei Ting, Xu Ya Jun, Vivan Wu, Hồ Tiên Hú, Tăng Lê, Trương Triệu Huy, Hao Yang, Wang Quan You, Xi Mei Juan"
Những Rắc Rối Khi Khởi Nghiệp,Phim bộ,51000,9,T13,2021,26,Đài Loan,"Tình Tiết, Thành Thị, Thương Trường, Tiếng Phổ Thông","Xu Zhao Ren, Feng Rui","Ruby Lin, Ivy Chen, Jian Man Shu, Khưu Trạch, Lee Li-Chun"
Người Đẹp Cận Vệ,Phim bộ,11000,8.4,T16,2020,12,Trung Quốc đại lục,"Bí Ẩn, Tình Tiết, Cổ Trang",Zhang Jin Tao,"Suen,Eric, Shi Xuan Ru, Li Shui Nuo, Lu Yong, Yan Jie"
Hộ Bảo Liên Minh Phần 2,Phim bộ,5000,8.7,T13,2018,12,Trung Quốc đại lục,"Lãng Mạn, Tình Tiết","Mang San Yu, Zou Ji Cheng, Wang Fei","Trần Sở Hà , Gillian Chung, Wang Bo, Wilson"
Nhà Có Con Trai Con Gái Sơ Trưởng Thành VIP Chuyên Dụng,Phim bộ,1000,9.3,P,2018,70,Trung Quốc đại lục,"Phim Hài, Thành Thị, Gia Đình, Tiếng Phổ Thông",Lin Cong,"Zray Zhang, Yezi Zhang, Gao Ya Lin, Lilian Wang, Zhou Xiao Bin, Song Ning Nv"
Hoa Khôi Áo Trắng Và Chân Dài 2 Ngoại Truyện,Phim bộ,19000,8.8,P,2015,5,Trung Quốc đại lục,"Lãng Mạn, Tình Tiết, Thanh Xuân, Tiếng Phổ Thông",randy,"Xiangyu Dai, JoJo, Kyohou, DINO, Crystal"
